player_id,name,current_club_name,date_of_birth,position,sub_position,foot,height_in_cm,international_caps,market_value_in_eur,appearances,goals,assists,minutes,yellow_cards,red_cards
3270,Joseph Yobo,Norwich City,1980-09-06,Defender,Centre-Back,right,188.0,,750000.0,0.0,0.0,0.0,0.0,0.0,0.0
3271,Luke Young,Queens Park Rangers,1979-07-19,Defender,Right-Back,right,183.0,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
3273,Matthew Upson,Leicester City,1979-04-18,Defender,Centre-Back,left,185.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
3276,Shola Ameobi,Crystal Palace,1981-10-12,Attack,Centre-Forward,right,191.0,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
3291,Gareth Barry,West Bromwich Albion,1981-02-23,Midfield,Defensive Midfield,left,184.0,,325000.0,0.0,0.0,0.0,0.0,0.0,0.0
3292,Joey Barton,Burnley FC,1982-09-02,Midfield,Central Midfield,right,180.0,,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
3296,Paul Konchesky,Leicester City,1981-05-15,Defender,Left-Back,left,178.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
3297,Craig Bellamy,Cardiff City,1979-07-13,Attack,Left Winger,right,173.0,,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
3306,Jonathan Walters,Burnley FC,1983-09-20,Attack,Right Winger,right,183.0,,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0
3332,Wayne Rooney,Manchester United,1985-10-24,Attack,Centre-Forward,right,176.0,,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0
3333,James Milner,Brighton & Hove Albion,1986-01-04,Midfield,Central Midfield,right,175.0,61.0,500000.0,17.0,0.0,1.0,680.0,1.0,0.0
3356,Sylvain Distin,AFC Bournemouth,1977-12-16,Defender,Centre-Back,left,192.0,,750000.0,0.0,0.0,0.0,0.0,0.0,0.0
3357,Mark Schwarzer,Leicester City,1972-10-06,Goalkeeper,Goalkeeper,,,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
3397,Paul Scholes,Manchester United,1974-11-16,Midfield,Central Midfield,right,168.0,,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
3404,Phil Neville,Everton FC,1977-01-21,Defender,Right-Back,right,180.0,,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
3405,Wes Brown,Sunderland AFC,1979-10-13,Defender,Centre-Back,right,184.0,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
3406,Ryan Giggs,Manchester United,1973-11-29,Midfield,Left Midfield,left,179.0,,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
3461,Jermaine Jenas,Queens Park Rangers,1983-02-18,Midfield,Central Midfield,right,181.0,,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0
3467,Shaun Wright-Phillips,Queens Park Rangers,1981-10-25,Attack,Right Winger,right,166.0,,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
3473,Thomas Sörensen,Stoke City,1976-06-12,Goalkeeper,Goalkeeper,right,196.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
3476,Brad Friedel,Tottenham Hotspur,1971-05-18,Goalkeeper,Goalkeeper,,,,750000.0,0.0,0.0,0.0,0.0,0.0,0.0
3540,John O'Shea,Sunderland AFC,1981-04-30,Defender,Centre-Back,right,192.0,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
3547,Darren Fletcher,Stoke City,1984-02-01,Midfield,Central Midfield,right,184.0,,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
3548,Kieran Richardson,Aston Villa,1984-10-21,Defender,Left-Back,left,177.0,,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0
3560,Jerome Thomas,Crystal Palace,1983-03-23,Attack,Left Winger,left,177.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
3562,Steve Harper,Sunderland AFC,1975-03-14,Goalkeeper,Goalkeeper,right,188.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
3597,Jamie Carragher,Liverpool FC,1978-01-28,Defender,Centre-Back,right,185.0,,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
3614,Tony Hibbert,Everton FC,1981-02-20,Defender,Right-Back,right,173.0,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
3620,Leon Osman,Everton FC,1981-05-17,Midfield,Central Midfield,right,173.0,,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
3630,Paul Robinson,Burnley FC,1979-10-15,Goalkeeper,Goalkeeper,right,193.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
3634,Ian Harte,Reading FC,1977-08-31,Defender,Left-Back,left,175.0,,150000.0,0.0,0.0,0.0,0.0,0.0,0.0
3640,Mark Hudson,Cardiff City,1982-03-30,Defender,Centre-Back,right,187.0,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
3666,Jason Roberts,Reading FC,1978-01-25,Attack,Centre-Forward,right,185.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
3668,Lloyd Dyer,Watford FC,1982-09-13,Midfield,Left Midfield,left,173.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
3682,Wayne Bridge,Manchester City,1980-08-05,Defender,Left-Back,left,178.0,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
3692,Jussi Jääskeläinen,West Ham United,1975-04-19,Goalkeeper,Goalkeeper,right,191.0,,150000.0,0.0,0.0,0.0,0.0,0.0,0.0
3762,Peter Whittingham,Cardiff City,1984-09-08,Midfield,Central Midfield,left,177.0,,750000.0,0.0,0.0,0.0,0.0,0.0,0.0
3775,George McCartney,West Ham United,1981-04-29,Defender,Left-Back,left,183.0,,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
3785,Scott Parker,Fulham FC,1980-10-13,Midfield,Central Midfield,right,180.0,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
3788,Matthew Etherington,Stoke City,1981-08-14,Midfield,Left Midfield,left,178.0,,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0
3791,Gary Caldwell,Wigan Athletic,1982-04-12,Defender,Centre-Back,right,185.0,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
3804,Carlo Nash,Norwich City,1973-09-13,Goalkeeper,Goalkeeper,right,197.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
3807,Richard Dunne,Queens Park Rangers,1979-09-21,Defender,Centre-Back,right,188.0,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
3838,Boaz Myhill,West Bromwich Albion,1982-11-09,Goalkeeper,Goalkeeper,right,191.0,,350000.0,0.0,0.0,0.0,0.0,0.0,0.0
3876,Joe Cole,Aston Villa,1981-11-08,Midfield,Attacking Midfield,right,176.0,,150000.0,0.0,0.0,0.0,0.0,0.0,0.0
3878,Michael Carrick,Manchester United,1981-07-28,Midfield,Defensive Midfield,right,189.0,,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
3881,Glen Johnson,Stoke City,1984-08-23,Defender,Right-Back,both,182.0,,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0
3924,Didier Drogba,Chelsea FC,1978-03-11,Attack,Centre-Forward,both,189.0,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
3950,Kevin Nolan,West Ham United,1982-06-24,Midfield,Attacking Midfield,right,183.0,,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0
3995,Gary O'Neil,Norwich City,1983-05-18,Midfield,Central Midfield,right,174.0,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
4055,Dean Marney,Burnley FC,1984-01-31,Midfield,Central Midfield,right,183.0,,800000.0,0.0,0.0,0.0,0.0,0.0,0.0
4056,Simon Davies,Fulham FC,1979-10-23,Midfield,Right Midfield,right,178.0,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
4058,Lee Barnard,Southampton FC,1984-07-18,Attack,Centre-Forward,right,178.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
4063,Stewart Downing,Middlesbrough FC,1984-07-22,Attack,Left Winger,left,180.0,,200000.0,0.0,0.0,0.0,0.0,0.0,0.0
4070,Liam Ridgewell,West Bromwich Albion,1984-07-21,Defender,Centre-Back,both,188.0,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
4072,Peter Crouch,Burnley FC,1981-01-30,Attack,Centre-Forward,right,201.0,,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
4094,Frazer Richardson,Southampton FC,1982-10-29,Defender,Right-Back,right,180.0,,350000.0,0.0,0.0,0.0,0.0,0.0,0.0
4111,Garry Monk,Swansea City,1979-03-06,Defender,Centre-Back,right,183.0,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
4112,Rory Delap,Stoke City,1976-07-06,Midfield,Central Midfield,right,183.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
4115,Chris Baird,West Bromwich Albion,1982-02-25,Midfield,Defensive Midfield,right,185.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
4190,Brian Murphy,Cardiff City,1983-05-07,Goalkeeper,Goalkeeper,right,185.0,,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
4205,Bobby Zamora,Queens Park Rangers,1981-01-16,Attack,Centre-Forward,left,184.0,,750000.0,0.0,0.0,0.0,0.0,0.0,0.0
4219,David Fox,Norwich City,1983-12-13,Midfield,Central Midfield,right,175.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
4233,Adam Federici,AFC Bournemouth,1985-01-31,Goalkeeper,Goalkeeper,right,188.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
4267,Tim Howard,Everton FC,1979-03-06,Goalkeeper,Goalkeeper,right,191.0,,300000.0,0.0,0.0,0.0,0.0,0.0,0.0
4321,Steven Pienaar,Sunderland AFC,1982-03-17,Midfield,Left Midfield,both,170.0,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
5278,Alexander Manninger,Liverpool FC,1977-06-04,Goalkeeper,Goalkeeper,,,,200000.0,0.0,0.0,0.0,0.0,0.0,0.0
5352,Mahamadou Diarra,Fulham FC,1981-05-18,Midfield,Defensive Midfield,right,182.0,,750000.0,0.0,0.0,0.0,0.0,0.0,0.0
5652,Marc-Antoine Fortuné,West Bromwich Albion,1981-07-02,Attack,Centre-Forward,right,183.0,,150000.0,0.0,0.0,0.0,0.0,0.0,0.0
5658,Petr Cech,Arsenal FC,1982-05-20,Goalkeeper,Goalkeeper,left,196.0,,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0
5668,Anthony Réveillère,Sunderland AFC,1979-11-10,Defender,Right-Back,right,180.0,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
6106,Georgios Karagounis,Fulham FC,1977-03-06,Midfield,Central Midfield,right,176.0,,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
6107,Abdoulaye Faye,Hull City,1978-02-26,Defender,Centre-Back,left,187.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
6150,Fabricio Coloccini,Newcastle United,1982-01-22,Defender,Centre-Back,right,184.0,,75000.0,0.0,0.0,0.0,0.0,0.0,0.0
6636,Christian Fuchs,Leicester City,1986-04-07,Defender,Left-Back,left,187.0,,400000.0,0.0,0.0,0.0,0.0,0.0,0.0
6710,Per Mertesacker,Arsenal FC,1984-09-29,Defender,Centre-Back,right,200.0,,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
6855,Georgios Samaras,West Bromwich Albion,1985-02-21,Attack,Left Winger,right,193.0,,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
6893,Gabriel Tamas,West Bromwich Albion,1983-11-09,Defender,Centre-Back,right,188.0,,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
7330,Steven Reid,West Bromwich Albion,1981-03-10,Defender,Right-Back,right,185.0,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
7337,Alan Tate,Swansea City,1982-09-02,Defender,Centre-Back,right,185.0,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
7451,Mikel Arteta,Arsenal FC,1982-03-26,Midfield,Central Midfield,right,177.0,,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0
7589,Víctor Valdés,Middlesbrough FC,1982-01-14,Goalkeeper,Goalkeeper,right,183.0,,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0
7858,Yossi Benayoun,West Ham United,1980-05-05,Attack,Right Winger,right,175.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
8188,Jay Bothroyd,Queens Park Rangers,1982-05-07,Attack,Centre-Forward,left,190.0,,125000.0,0.0,0.0,0.0,0.0,0.0,0.0
9218,Matthew Taylor,West Ham United,1981-11-27,Midfield,Left Midfield,left,177.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
9508,Shaun Maloney,Hull City,1983-01-24,Midfield,Attacking Midfield,right,171.0,,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
9619,Alan Hutton,Aston Villa,1984-11-30,Defender,Right-Back,right,185.0,,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
9832,Paulo Ferreira,Chelsea FC,1979-01-18,Defender,Right-Back,right,183.0,,750000.0,0.0,0.0,0.0,0.0,0.0,0.0
9885,Brynjar Gunnarsson,Reading FC,1975-10-16,Midfield,Defensive Midfield,right,185.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
9966,Almen Abdi,Watford FC,1986-10-21,Midfield,Central Midfield,right,181.0,,750000.0,0.0,0.0,0.0,0.0,0.0,0.0
9975,Richard Chaplow,Southampton FC,1985-02-02,Midfield,Central Midfield,right,175.0,,125000.0,0.0,0.0,0.0,0.0,0.0,0.0
9980,Rob Hulse,Queens Park Rangers,1979-10-25,Attack,Centre-Forward,right,185.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
9988,Michael Dawson,Hull City,1983-11-18,Defender,Centre-Back,right,189.0,,200000.0,0.0,0.0,0.0,0.0,0.0,0.0
10003,Wes Morgan,Leicester City,1984-01-21,Defender,Centre-Back,right,185.0,,400000.0,0.0,0.0,0.0,0.0,0.0,0.0
10375,Shaun MacDonald,AFC Bournemouth,1988-06-17,Midfield,Central Midfield,right,183.0,,75000.0,0.0,0.0,0.0,0.0,0.0,0.0
10501,Paul Gallagher,Leicester City,1984-09-08,Midfield,Central Midfield,right,185.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
10642,Mike Williamson,Newcastle United,1983-11-08,Defender,Centre-Back,right,194.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
11680,Rob Green,Chelsea FC,1980-01-18,Goalkeeper,Goalkeeper,right,191.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
12125,Stephen Kelly,Reading FC,1983-09-06,Defender,Right-Back,right,184.0,,350000.0,0.0,0.0,0.0,0.0,0.0,0.0
12127,Michael Turner,Norwich City,1983-11-09,Defender,Centre-Back,right,193.0,,350000.0,0.0,0.0,0.0,0.0,0.0,0.0
12384,Alexander Tettey,Norwich City,1986-04-04,Midfield,Defensive Midfield,right,181.0,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
12401,Tommy Smith,Cardiff City,1980-05-22,Attack,Centre-Forward,right,178.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
12516,Peter Odemwingie,Stoke City,1981-07-15,Attack,Right Winger,right,181.0,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
12628,Noel Hunt,Reading FC,1982-12-26,Attack,Centre-Forward,left,173.0,,150000.0,0.0,0.0,0.0,0.0,0.0,0.0
12691,James Collins,West Ham United,1983-08-23,Defender,Centre-Back,right,188.0,,600000.0,0.0,0.0,0.0,0.0,0.0,0.0
12693,Stephen Dobbie,Crystal Palace,1982-12-05,Attack,Centre-Forward,right,178.0,,200000.0,0.0,0.0,0.0,0.0,0.0,0.0
12709,Danny Gabbidon,Crystal Palace,1979-08-08,Defender,Centre-Back,right,178.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
12814,Julián Speroni,Crystal Palace,1979-05-18,Goalkeeper,Goalkeeper,right,186.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
13239,Darren Bent,Aston Villa,1984-02-06,Attack,Centre-Forward,right,180.0,,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
13249,Andy Marshall,Aston Villa,1975-04-14,Goalkeeper,Goalkeeper,right,188.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
13350,Lewis Price,Crystal Palace,1984-07-19,Goalkeeper,Goalkeeper,right,191.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
13412,Grant Holt,Aston Villa,1981-04-12,Attack,Centre-Forward,right,183.0,,350000.0,0.0,0.0,0.0,0.0,0.0,0.0
13426,Nicky Shorey,Reading FC,1981-02-19,Defender,Left-Back,left,175.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
13427,Steve Sidwell,Brighton & Hove Albion,1982-12-14,Midfield,Central Midfield,right,183.0,,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
13443,Lee Camp,West Bromwich Albion,1984-08-22,Goalkeeper,Goalkeeper,right,183.0,,150000.0,0.0,0.0,0.0,0.0,0.0,0.0
13460,Lee Grant,Manchester United,1983-01-27,Goalkeeper,Goalkeeper,right,193.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
13465,Tom Huddlestone,Hull City,1986-12-28,Midfield,Defensive Midfield,right,188.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
13507,Leighton Baines,Everton FC,1984-12-11,Defender,Left-Back,left,170.0,,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0
13520,Phil Jagielka,Sheffield United,1982-08-17,Defender,Centre-Back,right,180.0,,200000.0,0.0,0.0,0.0,0.0,0.0,0.0
13572,Ben Foster,Watford FC,1983-04-03,Goalkeeper,Goalkeeper,left,193.0,,300000.0,0.0,0.0,0.0,0.0,0.0,0.0
13573,Simon Francis,AFC Bournemouth,1985-02-16,Defender,Right-Back,right,191.0,,800000.0,0.0,0.0,0.0,0.0,0.0,0.0
13582,Karl Henry,Queens Park Rangers,1982-11-26,Midfield,Defensive Midfield,right,184.0,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
13616,Andy Wilkinson,Stoke City,1984-08-06,Defender,Right-Back,right,180.0,,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
13640,Kelvin Davis,Southampton FC,1976-09-29,Goalkeeper,Goalkeeper,right,185.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
13683,Dean Whitehead,Huddersfield Town,1982-01-12,Midfield,Central Midfield,right,183.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
13796,Grant Leadbitter,Middlesbrough FC,1986-01-07,Midfield,Central Midfield,right,177.0,,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0
13829,Diego Lugano,West Bromwich Albion,1980-11-02,Defender,Centre-Back,right,188.0,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
13886,Hilário,Chelsea FC,1975-10-21,Goalkeeper,Goalkeeper,right,189.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
13997,Danny Butterfield,Southampton FC,1979-11-21,Defender,Right-Back,right,180.0,,50000.0,0.0,0.0,0.0,0.0,0.0,0.0
14007,Shaun Derry,Queens Park Rangers,1977-12-06,Midfield,Defensive Midfield,right,177.0,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
14013,Matty Fryatt,Hull City,1986-03-05,Attack,Centre-Forward,right,178.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
14031,Andy Johnson,Crystal Palace,1981-02-10,Attack,Centre-Forward,right,172.0,,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
14041,Mikele Leigertwood,Reading FC,1982-11-12,Midfield,Defensive Midfield,both,188.0,,600000.0,0.0,0.0,0.0,0.0,0.0,0.0
14044,Andy Lonergan,Everton FC,1983-10-19,Goalkeeper,Goalkeeper,left,193.0,,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
14047,Jobi McAnuff,Reading FC,1981-11-09,Attack,Left Winger,right,180.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
14066,Wayne Routledge,Swansea City,1985-01-07,Attack,Left Winger,right,170.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
14069,Mamady Sidibé,Stoke City,1979-12-18,Attack,Centre-Forward,right,193.0,,700000.0,0.0,0.0,0.0,0.0,0.0,0.0
14081,Ben Watson,Watford FC,1985-07-09,Midfield,Central Midfield,right,178.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
14086,Ashley Young,Everton FC,1985-07-09,Defender,Right-Back,both,175.0,39.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0
14178,David Vaughan,Sunderland AFC,1983-02-18,Midfield,Defensive Midfield,left,171.0,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
14221,Aaron Lennon,Burnley FC,1987-04-16,Attack,Right Winger,right,165.0,,600000.0,0.0,0.0,0.0,0.0,0.0,0.0
14555,Scott Carson,Manchester City,1985-09-03,Goalkeeper,Goalkeeper,right,188.0,4.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
15164,Keiren Westwood,Sunderland AFC,1984-10-23,Goalkeeper,Goalkeeper,left,188.0,,200000.0,0.0,0.0,0.0,0.0,0.0,0.0
15166,Liam Rosenior,Brighton & Hove Albion,1984-07-09,Defender,Right-Back,right,178.0,,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
15220,Artur Boruc,AFC Bournemouth,1980-02-20,Goalkeeper,Goalkeeper,right,193.0,,50000.0,0.0,0.0,0.0,0.0,0.0,0.0
15773,Phil Bardsley,Burnley FC,1985-06-28,Defender,Right-Back,right,180.0,,75000.0,0.0,0.0,0.0,0.0,0.0,0.0
15838,Elliott Ward,AFC Bournemouth,1985-01-19,Defender,Centre-Back,right,185.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
15921,Matt Jarvis,Norwich City,1986-05-22,Attack,Left Winger,,173.0,,300000.0,0.0,0.0,0.0,0.0,0.0,0.0
15929,Jamie Mackie,Queens Park Rangers,1985-09-22,Attack,Centre-Forward,right,182.0,,800000.0,0.0,0.0,0.0,0.0,0.0,0.0
15930,David Martin,West Ham United,1986-01-22,Goalkeeper,Goalkeeper,right,188.0,,75000.0,0.0,0.0,0.0,0.0,0.0,0.0
16306,Casemiro,Manchester United,1992-02-23,Midfield,Defensive Midfield,right,185.0,91.0,6000000.0,31.0,9.0,2.0,2399.0,8.0,0.0
16576,Carlos Cuéllar,Sunderland AFC,1981-08-23,Defender,Centre-Back,right,190.0,,50000.0,0.0,0.0,0.0,0.0,0.0,0.0
16660,Alex Baptiste,Middlesbrough FC,1986-01-31,Defender,Centre-Back,right,180.0,,400000.0,0.0,0.0,0.0,0.0,0.0,0.0
16716,Danny Guthrie,Reading FC,1987-04-18,Midfield,Central Midfield,right,176.0,,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
16810,Marco Amelia,Chelsea FC,1982-04-02,Goalkeeper,Goalkeeper,right,190.0,,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
16947,Marcin Wasilewski,Leicester City,1980-06-09,Defender,Centre-Back,right,186.0,,50000.0,0.0,0.0,0.0,0.0,0.0,0.0
17273,Steven Taylor,Newcastle United,1986-01-23,Defender,Centre-Back,right,186.0,,300000.0,0.0,0.0,0.0,0.0,0.0,0.0
18227,Curtis Davies,Hull City,1985-03-15,Defender,Centre-Back,right,188.0,,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
18324,Zoltán Gera,West Bromwich Albion,1979-04-22,Midfield,Central Midfield,both,183.0,,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
18871,Jean Beausejour,Wigan Athletic,1984-06-01,Defender,Left-Back,left,178.0,,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
19059,Heurelho Gomes,Watford FC,1981-02-15,Goalkeeper,Goalkeeper,right,191.0,,400000.0,0.0,0.0,0.0,0.0,0.0,0.0
19085,Marouane Chamakh,Crystal Palace,1984-01-10,Attack,Centre-Forward,right,188.0,,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0
